일시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-04-13,42919,40565,40732,43493,42186,41261,40735,54574,48833,52332,48087,51375,52877,53220,45368,45459,45644,57837,56841,56802,52959,53952,46202,47075
2024-04-14,41141,40000,40413,42922,45111,40420,40270,48992,47656,50147,45302,53239,51477,53293,46649,47656,49919,53146,54394,53196,53809,56953,46696,48349
2024-04-15,50066,47781,49789,46039,45333,48747,47245,59340,60047,57737,54760,60350,60574,57508,53258,55848,55285,60194,62275,62790,65350,63551,55348,55228
2024-04-16,50318,46137,46003,50418,47305,51674,45004,60968,60979,57779,56548,61908,62264,62712,54230,55591,52056,62045,64174,64982,61598,62492,56269,53433
2024-04-17,49546,49941,46540,50132,46722,49411,50341,58092,54987,58037,54161,61878,61196,59423,56259,56827,54364,61843,62116,65372,62318,61273,56880,56348
2024-04-18,52749,48001,52561,48770,49963,51377,47989,58557,58519,58340,55277,59515,60299,59799,57107,54441,54741,64284,63683,61264,60498,60884,54681,56001
2024-04-19,48717,47823,50711,49253,48679,47258,48792,60072,61162,57321,55810,62457,60190,59417,53774,52399,51256,61733,65268,65375,60124,62262,54746,54650
2024-04-20,40222,40000,44137,41914,40000,42193,40000,52030,50869,51385,48143,52419,52961,52725,46286,48264,45833,54429,55029,54560,55942,53974,46951,47802
2024-04-21,40537,43233,40165,40000,40000,41344,41699,51732,50312,49337,47022,54722,50903,51735,47580,50166,48551,54009,55116,54784,53736,56468,45825,46527
2024-04-22,48777,48593,48980,46744,48212,49957,49611,57235,58799,59415,57436,60282,61431,61029,56968,52448,55999,62724,63867,61999,63825,64021,56863,53413
2024-04-23,48427,47499,46830,49252,50269,51140,50634,55669,59047,59887,55021,61195,62755,59904,55086,53646,54673,61531,65213,61292,62802,62386,55065,55247
2024-04-24,51664,47877,50077,48719,48879,49796,49804,60820,56667,57208,55423,62474,61494,60389,56123,53054,53866,64599,62427,62806,63310,63844,53133,53261
2024-04-25,47678,48929,47524,50816,48024,49932,47458,59389,57653,58484,57140,61780,62022,63150,55092,56460,54669,63679,64722,61327,62315,62023,55685,54670
2024-04-26,48598,49076,47119,50758,49268,47999,49883,57025,58862,61031,54441,60952,59261,63481,52007,56206,56277,62981,62808,62511,62339,60288,53763,55174
2024-04-27,40195,42423,41422,40052,43755,40000,42018,51496,49969,48542,45109,52919,50495,54497,47186,47791,47470,50664,52828,57442,53826,55617,44880,45400
2024-04-28,40215,40000,40255,40658,40000,40000,40000,51544,49987,53030,45899,53191,53246,52797,51483,46635,44832,52519,52958,56137,55814,56447,45820,48574
2024-04-29,48010,51610,48081,51753,50106,49272,51148,58703,59451,56921,55342,59133,57377,59068,51726,52304,54233,61726,61361,64400,60299,60758,54587,57950
2024-04-30,49770,48258,50181,46383,48617,49601,52087,60430,59607,59258,57441,62833,60011,61682,55116,55457,56562,61696,65755,62350,62885,64217,54706,54431
2024-05-01,50776,50585,46012,47788,47536,47892,47209,58804,61017,57949,53109,59895,63175,61520,56665,54501,55307,62716,63514,62708,63364,63114,55731,51339
2024-05-02,53044,48526,49452,50021,47783,49191,47991,59834,60052,58918,56956,60690,57426,62478,56319,55231,58342,61086,63249,61266,63175,63719,56056,55411
2024-05-03,48027,48810,49034,49807,50786,50060,49676,57589,56764,58741,54601,59866,62212,58380,56452,53375,54647,63258,64014,62081,64178,62910,54059,54721
2024-05-04,42201,40000,40633,40449,41506,44041,45402,50561,50266,50345,47645,54508,52378,52549,46455,45514,46995,51961,55557,54003,52232,52037,47198,47371
2024-05-05,40000,40000,40000,40000,40000,40000,40000,43326,43060,43195,40792,42751,45097,44454,40000,40000,40599,48683,47235,46602,45462,45647,40000,40000
2024-05-06,50415,49136,47377,49131,49348,50014,48756,58140,60186,59207,56556,58995,64229,58508,55119,57074,57910,63400,63474,63643,65766,60542,56070,53585
2024-05-07,52061,49686,50882,47435,48185,47753,48922,59118,60511,57048,52931,63444,59633,60350,55142,56652,55762,63042,64661,63605,66949,61058,55812,55138
2024-05-08,48126,47922,49767,49063,50966,46987,45767,58073,57327,59295,55942,59175,64370,59398,55029,52503,53602,62003,61341,63461,63077,60236,57310,56846
2024-05-09,49208,49015,48830,48863,47313,51684,45820,58148,57082,58107,57705,61096,60116,62015,57691,56613,55355,60650,63124,62044,59693,62176,54167,52865
2024-05-10,49041,48795,49395,51596,47730,47897,49484,59781,58237,60372,54041,62456,63751,61114,55367,58556,54694,63852,65018,62561,62873,62781,53704,55743
2024-05-11,40000,40330,42315,40230,42440,40000,41479,51477,52828,48747,47964,50815,52314,52016,44797,50816,48253,54263,54460,53226,54297,55236,46583,48461
2024-05-12,40819,40000,40592,41438,40000,40000,42324,50855,52715,51440,44619,53560,52280,52596,47120,45454,46601,54211,55097,55807,54136,52028,47529,46527
2024-05-13,48584,47561,49159,47612,48325,47784,48190,62101,59509,58172,55849,59834,60728,60362,55795,55631,56602,64262,63946,64976,63073,60589,53958,54335
2024-05-14,49182,50901,48587,49947,49488,50095,48987,56159,59029,56204,55458,64171,61735,61410,53951,53139,55281,61350,63772,63759,62297,64291,56769,51856
2024-05-15,40000,40000,40000,40000,40000,40000,40000,42690,42812,41165,40000,44789,42766,40593,40000,40000,40000,48160,46350,45737,47661,47216,40000,40058
2024-05-16,47481,48113,50300,49026,50116,51067,50186,60301,59172,60391,54409,59693,62220,62326,55955,55654,53871,62040,62796,63694,63274,60618,56075,54341
2024-05-17,48169,50332,47608,49488,51371,48948,49637,59650,61281,59813,51174,60000,59875,61372,54911,52481,56328,62663,59725,60071,63547,64141,52932,56259
2024-05-18,42596,40000,40000,40000,40741,40214,40586,53099,52350,51834,46279,51907,50956,53689,46405,46689,46065,54521,54748,55852,55487,54686,44248,48380
2024-05-19,40808,40149,40000,40533,40000,41992,40435,51452,51925,50043,46151,49951,53776,53983,43223,44905,47351,55740,55538,56689,55149,54104,48701,49179
2024-05-20,48712,48925,51211,51358,50638,48880,49287,58329,58827,59201,55023,61072,62613,61062,56461,57098,53551,65772,60728,63567,60009,60992,54647,56081
2024-05-21,50631,45962,49554,49687,49322,47008,47869,57178,58181,58119,54973,60948,57649,59676,55740,54294,56033,61451,63367,63003,61422,62052,55030,56621
2024-05-22,51767,49323,47404,50315,48642,50552,49021,58710,60737,58733,57313,58762,61521,61129,54527,53120,55733,62263,64096,61362,63979,63382,54370,56322
2024-05-23,48688,52094,49859,50111,47285,49628,48116,57464,55868,58903,56673,62821,61922,61964,55727,58329,50703,62471,62846,62590,63788,61727,53419,56010
2024-05-24,46954,49993,48169,46223,51294,46878,47653,57390,58925,62282,55664,63286,59633,59966,55376,55066,52782,59622,62665,62530,60413,63245,57932,56269
2024-05-25,40000,40000,40000,40402,42860,40343,41269,51988,50732,53664,46124,50797,52725,55077,45785,47105,46197,53482,55705,53158,57908,55828,45660,42872
2024-05-26,40000,40672,41918,40654,40748,40000,40000,49494,52026,50644,48574,51750,53061,52838,49054,47610,46016,56975,55443,54159,54041,56469,47370,49868
2024-05-27,49978,49497,49840,46684,51652,47574,48154,59200,57575,59510,54734,62635,57433,57130,55230,56538,56200,61402,63040,61569,62347,65115,55157,57654
2024-05-28,48032,46195,52300,48591,46784,48907,48439,56121,58525,57854,56679,60379,58528,59952,54863,53877,54453,62841,61963,65097,63881,64247,57854,57802
2024-05-29,48658,48790,48380,48486,49096,49974,50975,60777,59548,59940,54925,60527,58563,61168,54714,56556,56094,63214,63886,60168,62042,64938,54532,56239
2024-05-30,48363,48113,50540,48339,47709,47478,46855,60035,58706,59176,53267,59988,60653,60046,55069,54238,56037,62579,62926,60413,65477,63617,51296,53553
2024-05-31,51072,47565,47455,50900,51750,49847,51479,57179,60445,61467,54631,62602,61899,65097,54940,54634,56247,64438,63662,63047,63144,66005,52476,54627
2024-06-01,46174,47619,46192,48824,47183,44395,45305,57264,57713,57561,55389,58813,60829,59821,52160,56561,55132,65713,68225,63959,62320,65446,53441,55614
2024-06-02,47895,45341,48966,46628,46121,47279,45784,57667,58231,57693,55397,60076,56804,61320,54533,53495,55433,64346,61419,67886,66025,64607,52108,48625
2024-06-03,58896,52835,58279,56372,54125,56951,54295,65774,65365,66315,61859,68846,70135,67810,63837,62502,61969,73966,72822,72967,74246,76290,62121,60414
2024-06-04,53769,56910,56404,57354,56274,58793,57290,65653,68536,68932,61548,66536,65186,68484,61144,62452,61709,74659,74665,72486,72493,71123,63178,64833
2024-06-05,56976,56250,57866,57436,56947,55387,57908,66001,68359,65541,66776,67986,68828,68942,62377,58850,62033,72720,72694,76350,71345,72723,64026,61936
2024-06-06,40000,40000,40159,40000,40000,40000,40000,46303,46345,46098,42062,49588,49848,49349,43125,43298,43108,53640,57798,54945,53480,58198,45290,42434
2024-06-07,56912,56949,57398,57284,57711,57761,60026,66432,66387,67880,62952,70664,68513,71539,62523,64010,62662,74986,73434,75519,73630,75911,63382,63462
2024-06-08,45559,46329,46834,47482,48469,46959,47421,55367,57345,59929,53981,59541,56994,58929,55153,52175,52096,61448,63709,65770,62627,65254,53332,52326
2024-06-09,47823,47106,51360,47342,49610,45495,49463,58137,56020,59843,53320,58649,58884,59073,55070,52426,54550,65471,65557,64905,64105,67726,56581,53885
2024-06-10,55174,60566,56989,54517,59093,60008,55608,65880,66530,68091,63221,69197,67003,68708,63556,64051,62715,74278,75584,73530,75634,74473,61713,62477
2024-06-11,58113,59816,57781,56187,56488,57537,56990,65076,66585,67656,61104,68201,70197,68039,61456,62667,65273,76012,75306,76020,74166,74813,65760,65447
2024-06-12,55012,57876,56357,60001,54394,57809,57468,66832,64884,63904,62311,68188,66782,69457,63164,60478,63341,73954,73747,73243,73529,75344,62228,64802
2024-06-13,57313,61249,58549,57759,57121,54869,57527,68471,68771,68357,61417,70053,66686,66520,63394,62855,62273,73696,75628,76826,74649,76964,63187,60545
2024-06-14,54624,57652,56440,58191,54724,55540,58350,67074,66628,67733,64385,69971,68677,69877,63950,63634,64034,74324,71521,74428,74583,75522,60967,62798
2024-06-15,45143,46590,45869,48981,46530,47985,47522,56520,57757,57826,55924,60012,59101,58543,51644,53895,51405,63484,64556,64368,62672,65103,56016,50728
2024-06-16,45012,47008,47330,48234,47587,48879,47510,59032,56930,56764,54891,58990,57273,59232,52058,51144,53376,67220,65857,62958,63192,67071,55708,55968
2024-06-17,57863,56497,57339,57226,56583,55463,56231,66487,67538,68179,62864,67239,68013,67128,61683,63291,61114,72022,74659,73121,73639,74091,61663,63829
2024-06-18,56905,55321,56471,56684,58338,57810,57375,70177,68567,69857,61242,70348,67577,71206,62150,62646,62038,73679,73820,73555,71939,73782,62510,63975
2024-06-19,57298,57532,56628,58672,57792,58351,58169,71001,66194,66055,60965,67959,69097,70240,63388,62976,63066,74764,75602,74356,70996,77059,61045,66272
2024-06-20,57193,55585,58133,57813,55324,56952,59802,67779,66862,68272,63291,70818,65279,67073,60787,63608,64578,74825,74977,74045,73940,72248,62314,61814
2024-06-21,58758,55648,57264,57137,56395,56269,56205,68601,67124,66554,61366,68966,69229,70203,63374,62928,64784,75356,74222,74881,73540,77746,64337,62035
2024-06-22,48916,49573,46894,47032,45971,50135,46701,57922,57963,60644,52973,58043,60416,58987,54071,53415,54598,64163,65968,64830,65010,63225,55145,53815
2024-06-23,47843,48192,46634,47279,48414,45946,50573,56688,56895,56051,50822,59883,62159,59434,54765,53469,54019,62887,66467,65455,64103,65012,53620,52190
2024-06-24,59046,57323,60009,55681,55827,56615,58240,67697,65430,65504,64429,67976,69219,68254,63318,63260,60646,74083,73504,70625,78146,75621,62903,62306
2024-06-25,54652,58190,56416,56200,58316,57709,56545,66756,68142,66514,61625,66770,68940,63694,62935,63307,63519,73578,73711,74511,72357,71637,62937,61728
2024-06-26,59615,55779,55710,54569,58732,56575,59411,65669,70001,66618,59899,67806,69361,68308,60901,60684,62229,74259,74607,75749,70627,75242,64958,64176
2024-06-27,56366,56962,58720,56549,56513,57357,57757,65456,64746,67521,64529,70685,68288,68287,64545,62395,61719,72828,75376,73990,76569,77089,64776,63048
2024-06-28,56279,56437,56018,57581,57844,57013,56561,66296,69150,66678,63380,68572,69460,69341,61180,63307,63294,72045,69969,73645,73885,73168,61432,62027
2024-06-29,48330,48361,47275,44622,46211,44192,47577,57713,58751,58168,53992,57358,59876,58566,55068,53440,54907,63269,65411,62737,61099,64395,51825,52829
2024-06-30,46517,49112,45977,47295,45255,47934,48397,58316,53938,59258,53445,58176,63796,60470,52593,55527,51782,62587,66219,65238,65751,63369,51275,55698
2024-07-01,58300,57675,56631,56207,54877,57446,56054,67330,66030,65200,64128,69504,70480,71651,63542,63623,62442,75470,76179,75305,75395,71454,61055,61364
2024-07-02,58832,59144,59761,56407,60055,57464,55310,67093,65346,68308,64076,68748,69559,70427,64056,63020,63002,70817,74545,74702,75036,74546,62033,63606
2024-07-03,57847,56479,53196,55371,57543,58039,56264,66221,65302,67780,64731,67209,71065,68598,61158,62399,63369,75626,75835,75605,76671,69229,63520,64608
2024-07-04,56978,57221,58385,56257,55261,58757,54660,65362,64533,67863,64700,70229,69642,71038,63206,61631,61370,75548,71948,75317,73825,73500,66118,64033
2024-07-05,56845,57394,57421,56344,57153,57429,58143,68010,67302,68792,62933,68648,70937,68109,63113,62208,63117,72827,73399,73399,73437,73654,61302,63095
2024-07-06,47292,48923,48155,45622,48363,46783,46675,58823,58568,55336,53871,60585,60328,60154,52262,52389,54963,63080,63020,65065,64248,64268,52313,55747
2024-07-07,46609,45606,48891,46892,47528,48050,48020,56643,57022,58227,50105,58199,57434,58174,54658,53047,49333,64340,66424,62701,61304,62968,53345,52053
2024-07-08,57779,53287,58778,55916,57903,58930,57964,68012,68121,66242,61964,68773,69625,70243,64772,62683,62658,76676,74998,73196,71875,73830,63267,63824
2024-07-09,54071,59511,57167,59453,56468,57418,54179,67236,64281,67719,63077,68143,70999,68564,64024,62879,63287,75159,76523,76527,74936,71821,60667,63010
2024-07-10,57449,57883,60476,58523,56547,59351,57962,65726,67601,62577,60775,67589,68942,68006,64857,62737,61056,71007,73393,70613,77123,72641,63260,65215
2024-07-11,54611,61515,56847,55263,56468,58743,55236,64842,67067,67698,61283,70395,70357,68818,61646,62693,64829,75835,76077,75361,71779,74346,63372,62696
2024-07-12,59661,58733,58018,55166,57089,57800,54465,69021,67471,68750,64545,69579,71836,69189,61947,61575,60198,75306,72400,73898,74254,72152,64338,63695
2024-07-13,47865,45376,47679,46826,45640,46785,49877,55735,58553,58804,52864,58518,58935,58574,54991,52614,52101,66555,64890,64464,63374,68353,52445,53797
2024-07-14,51336,48375,49783,46972,47626,49863,49013,57951,57984,59410,53339,58919,58435,59580,53932,55629,53230,65892,67051,65586,63981,66911,51605,52052
2024-07-15,57361,54676,56984,57069,58735,57063,55109,65468,71163,66950,62948,67391,69053,66409,62757,62972,64345,74506,74612,73564,74833,73528,61789,63387
2024-07-16,56890,58444,56990,55726,58515,58341,56245,66248,67898,66618,64131,69103,68405,68440,63813,63169,63949,72348,71938,73707,73567,72407,60414,64149
2024-07-17,55963,57828,57603,58477,57779,57222,57195,65247,67873,67934,62171,69942,66477,68205,64790,60131,64134,75013,73769,73346,75573,75184,61547,62243
2024-07-18,59099,55506,56628,58043,56654,56366,57280,65681,64583,66789,62757,67130,69224,67845,57745,63855,62861,74245,73167,71887,70891,74750,60596,61535
2024-07-19,55636,57090,59514,57548,57107,55890,59726,70248,65218,68945,63739,69408,68617,70001,61043,62489,61586,74328,74544,75758,75014,75764,64484,64319
2024-07-20,43314,49881,44051,49062,47428,48030,45834,57020,58570,59067,52245,59163,57721,60305,51554,51504,53321,65347,64872,63298,66224,67236,53106,52461
2024-07-21,48486,49121,47299,43179,45978,45742,45224,54237,56566,58874,54748,61872,60183,59829,53376,50470,53173,66349,65296,65303,63208,64545,54535,51691
2024-07-22,57778,56343,54845,57875,55578,60603,55866,65445,64400,67315,61851,67464,70178,67808,64885,62187,65083,74523,74567,77058,74023,75833,59246,65574
2024-07-23,54976,56627,56079,57046,56828,58104,58783,65924,66236,69257,62150,67521,70476,69107,65091,60979,64040,73120,75858,75340,73588,72748,65786,64932
2024-07-24,57810,57773,57425,55763,55623,55109,56259,69308,65852,61928,62668,68334,71025,69109,63280,62037,63410,74570,73902,73885,70647,71525,63668,62439
2024-07-25,57786,55930,56163,56928,59723,58343,57933,66841,66761,67612,63400,68552,68424,70453,64045,62950,61851,73457,74557,73740,74468,74130,63984,64573
2024-07-26,57728,56417,57479,55145,56683,57339,55686,67604,68282,68949,61393,69091,70618,66843,64166,62677,63322,73730,71288,73959,76787,74376,64039,61186
2024-07-27,50143,45620,46579,48004,46756,46686,47165,58293,58092,59208,52478,59743,59539,61233,54110,55137,55722,65059,63994,64127,63822,63554,52862,56751
2024-07-28,50157,48884,46898,48333,48473,47977,47550,59443,53365,57248,53255,60843,60532,58834,54209,57136,52765,65126,65261,66376,64919,63239,53464,54908
2024-07-29,57623,56602,57756,56683,57090,57670,56229,67589,65668,68534,62855,69241,69344,67263,62986,63475,62829,74193,73058,75507,74820,77272,64327,63381
2024-07-30,56089,56664,56639,57874,55252,54922,55767,63954,67147,68257,64273,68432,70128,70941,66688,63267,60880,76520,73304,72639,77004,71319,64197,63299
2024-07-31,57200,56014,56686,60235,56698,57671,58189,70311,65387,66147,61832,66734,69554,70159,64094,61821,64858,72453,73706,73036,76190,73253,62716,64227
2024-08-01,56832,58017,59589,57629,56426,57251,57067,64734,67124,66709,63782,69282,69274,69505,62659,63978,61801,72571,71123,73661,73903,72541,62020,64197
2024-08-02,56864,56411,58839,58068,56904,56966,59082,68426,67526,66792,62694,69809,70166,68227,63829,65675,63385,72280,71615,71747,72102,74811,63452,65441
2024-08-03,48873,43712,45013,44843,45488,43149,49175,57688,60776,56867,52052,59922,57664,63912,52680,53698,53301,66597,67085,65776,64330,67756,52450,53843
2024-08-04,47452,46890,46802,48016,46212,47981,47391,58594,59302,56442,52673,61455,61597,58908,55482,53174,54568,63070,64546,63053,63961,65113,53975,54124
2024-08-05,56209,56387,55271,60688,56036,56670,57115,65561,70796,69383,64468,67614,70227,69326,60858,62658,62252,73231,75852,73439,73488,73146,63506,63069
2024-08-06,57691,57086,58163,57140,56270,57702,56515,65850,64875,65293,61483,70396,68523,67738,60189,60253,64235,74298,76557,73543,75517,73511,62439,62854
2024-08-07,58967,56021,54390,52350,58436,56132,56253,68001,65093,66159,62458,67649,69515,68942,63591,64429,62680,74367,73570,71691,71851,73996,61257,63088
2024-08-08,57407,57170,59324,58761,57144,59177,55818,65980,67705,64734,63805,70119,70517,67500,63513,61092,64695,72847,72932,73171,75552,72632,63678,60813
2024-08-09,56196,57962,59808,54041,54934,57078,55337,66074,68127,66199,62224,70009,71667,70082,59049,64054,61464,73839,74649,76451,74290,74408,63038,63032
2024-08-10,48804,45970,47563,48519,49176,48854,49073,57767,57702,59199,52965,58820,58319,59165,51862,53183,52926,63555,65436,66104,63903,65515,54255,51480
2024-08-11,46847,45576,48416,48551,45523,47838,46123,60093,56516,56434,55005,61482,59004,61096,54021,54034,54905,65348,64367,66411,63002,65305,54935,51654
2024-08-12,54008,57305,55429,58388,57209,58548,56397,66046,66195,68042,62927,68135,68644,68210,61517,64433,62992,74444,72230,73456,72542,73167,63138,63500
2024-08-13,57344,54675,58925,57120,58454,58186,56182,67768,66978,67486,64978,68163,70275,66692,61448,63061,60156,73347,72542,73523,72210,75434,62734,62944
2024-08-14,56616,59292,57416,57464,56442,57268,58718,66376,65615,68067,64590,69406,67460,69228,62945,63989,61939,75510,72939,76032,72817,72798,63478,62210
2024-08-15,40000,41147,40000,40000,40000,40000,40000,49469,50474,47615,43049,48724,49151,49531,46037,45344,45777,55243,53323,56755,52649,53871,42301,45147
2024-08-16,57323,60078,59255,56035,57287,59330,55293,65258,67614,68811,63524,70959,69421,70268,64538,61868,61490,74017,75207,75006,74250,75132,59851,62151
2024-08-17,47588,44095,49744,45003,46812,46864,47518,57233,57091,57326,52350,60647,58302,58718,54052,53878,52049,66780,62617,61929,63651,65217,54617,53259
2024-08-18,49085,47114,48366,48827,47836,47127,46124,57411,59216,56592,52590,58289,61063,56436,53049,54584,55688,67402,65650,64750,63671,64545,53811,52239
2024-08-19,57823,58836,58845,56974,58413,58028,56996,66838,66212,67625,63727,67161,68278,70668,62134,64626,63124,75119,73924,74054,72678,70785,63374,65978
2024-08-20,57850,56033,56194,58052,56424,58541,56213,68507,65293,67600,61463,68175,67786,69771,61184,63781,63815,74263,73815,74274,76047,74639,59944,62761
2024-08-21,56669,55955,56611,58144,58556,55552,58076,68222,69092,69078,59927,69522,67394,65942,61024,62958,62226,72660,74781,74844,70738,74599,64322,64823
2024-08-22,56313,55698,56089,56002,57776,56075,57851,68485,66618,64157,60451,67859,70591,66645,64934,62342,61901,74818,74267,74878,73254,75084,62397,59687
2024-08-23,57805,57114,55964,54485,58667,56149,55727,67533,69529,69340,64409,66863,68557,68795,61086,62683,62917,74393,73823,75265,74404,72536,61838,63526
2024-08-24,47707,47255,46939,49168,47194,44847,51126,55842,55498,57457,52462,58140,58114,55890,53795,54414,54328,64863,62061,62147,65432,64460,54492,52238
2024-08-25,46634,47995,49339,47703,49811,47296,45853,58383,58088,58373,55598,57789,59676,60096,52475,55286,53095,65396,67347,63605,65342,63422,53070,53725
2024-08-26,57877,58332,57278,57422,57314,57021,54031,66684,67574,69780,63294,70075,68127,70633,61780,63159,62911,74141,73794,75091,75266,76143,62138,61250
2024-08-27,57804,57622,57865,56174,58099,57735,56594,67803,66050,68148,60683,70267,70040,68298,62170,61467,65614,71361,72910,73834,74911,71781,64689,64865
2024-08-28,57287,56308,57574,56717,57320,56043,57418,66719,69469,66458,61870,64677,69634,68930,64931,64697,63906,76450,75382,71741,71705,73849,65689,62494
2024-08-29,59951,56936,55629,57755,57362,58417,57997,67262,68479,66216,63620,68603,68261,69984,62178,64602,64331,72751,74806,75221,74281,74366,64532,63441
2024-08-30,56474,59430,55754,57393,58620,54829,56389,67641,67958,67401,60028,68988,68047,69973,63290,62689,64813,73465,75724,72921,73250,74353,62140,63360
2024-08-31,47746,47370,44798,47586,43818,46462,47045,57949,55702,58974,53977,58177,57508,60218,54892,52149,51856,63279,64305,64264,64486,63610,57959,51822
2024-09-01,40222,41861,42657,40000,40000,40000,43442,50300,50120,52249,45370,50715,53420,53531,45154,45947,49343,55700,56086,54839,52562,55500,48154,48163
2024-09-02,47581,45506,47955,48927,48116,49050,46535,61364,61838,59521,56152,62277,61059,57500,56323,52324,55916,62317,63944,63545,63342,62964,56968,53425
2024-09-03,49076,48084,49450,47559,50999,46916,49052,57350,58361,59000,58295,61195,63394,61402,55586,53337,54457,63132,63069,62696,62617,60065,55350,54349
2024-09-04,48401,51506,49644,48172,50205,49070,49107,59394,61268,55469,57097,59757,61244,61270,57274,58006,55204,60569,61683,61302,63134,64574,51873,52865
2024-09-05,50242,48852,50284,49844,48112,47122,49735,59066,58966,57013,55488,61944,61926,57978,56956,53658,55963,62784,63124,63572,65477,60232,53437,56766
2024-09-06,50755,49176,47177,48743,46760,48359,46302,57132,55892,58148,54451,64143,57642,60769,57809,53938,53880,62066,64094,63545,62958,63459,54809,55970
2024-09-07,41119,41173,42130,41037,42771,40053,42273,47161,48090,48855,48538,55465,55611,53787,48394,45179,45512,53980,53643,53454,55181,52602,45527,45509
2024-09-08,40000,40812,40000,40000,40000,40734,40000,49810,51221,48718,47931,50554,51828,53100,47379,47711,52035,52273,53571,55196,53119,54060,46037,45169
2024-09-09,50769,48830,52662,49209,49816,50635,50799,60528,58848,61802,54117,60766,61697,61288,57151,54996,54186,62430,61773,66075,64218,62367,55532,52819
2024-09-10,48879,49679,48979,49488,48460,52156,49126,60808,59608,59512,53746,61313,59918,60432,55909,53791,54381,63539,61271,60422,62764,59159,54003,55869
2024-09-11,47509,47511,48144,49008,48558,46842,47233,58626,59936,59969,52880,58383,60312,59896,55048,55361,54416,61900,63114,63295,63197,60922,55247,55843
2024-09-12,49844,47157,51142,47949,52114,49701,48976,57212,58981,58468,55704,61749,59487,62425,54504,54175,55888,65102,66105,61466,64946,63289,52957,53260
2024-09-13,47636,49214,48098,49397,46722,50803,49405,61722,60412,63135,56663,63610,58853,60192,53693,54354,53848,63023,64654,65238,64162,62913,58287,52243
2024-09-14,40659,40000,43925,42195,40000,42022,40000,51995,52083,53054,47921,52770,50392,55308,49823,47157,47112,54368,57088,57105,53389,58963,47402,45737
2024-09-15,40106,40000,41983,40475,40000,40857,42464,49858,48863,52685,48019,53148,52214,53645,45427,48735,46123,55119,55574,53035,54395,53609,47981,49014
2024-09-16,40000,40000,40000,40000,40000,40000,40000,41504,43756,42930,40000,43970,46151,43186,40000,40000,40000,46138,47814,49447,48096,45893,40000,40000
2024-09-17,40000,40000,40000,40000,40000,40000,40000,41130,41800,43651,40000,47841,42769,41863,40000,40000,40961,43647,45833,45833,47284,48630,40478,40000
2024-09-18,40000,40000,40000,40000,40000,40000,40000,43833,43012,40777,40000,43513,45336,42120,40000,40000,40000,44486,44198,47500,48272,46797,40000,40000
2024-09-19,47587,49375,48000,46841,47377,49850,48877,58610,59094,58577,52164,63137,59791,59369,53222,54483,56706,60623,63157,62203,60724,62600,55133,52157
2024-09-20,49389,49178,50237,47881,45738,52187,46751,57505,58332,58261,55914,61731,58905,59926,53778,58568,54060,63679,62846,64987,65874,64088,55258,53054
2024-09-21,40000,40085,41787,40000,41268,43629,40000,49927,49237,50310,47208,52791,52098,53476,46022,47874,46713,56858,52814,55915,55616,56721,46805,46230
2024-09-22,40000,42586,40022,40000,41651,40000,40202,50912,48733,52993,45095,50579,53379,52422,47122,46655,49976,54763,53516,54220,55344,54095,46161,46159
2024-09-23,49140,49266,46824,48133,47354,47950,47485,60197,56680,59539,55058,60089,60923,59046,54158,52575,54642,61295,63444,62407,64989,61706,57466,52718
2024-09-24,48762,47623,49446,47782,49323,48318,44881,57699,56189,62251,54422,60110,62011,62411,55602,54072,55866,61767,63967,62816,60794,63173,53050,53295
2024-09-25,50325,47664,48279,50067,48374,46071,47840,61077,59457,60051,53104,62586,61620,61454,56716,54072,54996,65354,62668,63048,62089,64863,52971,54623
2024-09-26,51035,49425,49062,52025,48355,47047,50180,57883,60495,60047,54430,60272,60874,61547,53882,59146,55452,61918,61217,63970,61043,60133,54876,56118
2024-09-27,48895,47441,51645,48380,48051,48186,48992,57667,58847,57469,56691,58943,57237,61976,55732,58078,53909,63155,58592,64542,64387,64326,55832,57766
2024-09-28,40000,41986,40000,40000,43746,40908,40000,51079,49126,51091,48285,54082,51640,54477,49199,48337,47766,53978,54525,54641,53710,53854,47731,49717
2024-09-29,40000,42516,40000,42583,40438,41045,41630,50435,48147,47072,48151,49259,53466,54395,47295,46856,47106,55314,53112,55144,56600,56087,46198,47304
2024-09-30,47287,49987,49750,50497,47157,49763,50140,59531,60583,57943,54967,63944,59149,58723,54650,54971,56087,63440,61508,63372,65100,61740,54363,55445
2024-10-01,51069,48435,48532,50731,50372,48815,47601,63710,59068,58619,54471,61050,62815,61894,55644,56063,53125,62783,64021,63872,65628,64857,53818,54894
2024-10-02,45894,47553,50571,49901,49139,51855,48236,59655,59362,57766,54677,57466,58243,60950,56469,55282,53922,62942,65247,62965,61558,63058,55794,57662
2024-10-03,40000,40000,40000,40000,40000,40000,40000,40622,42156,41482,40000,44472,42721,43454,40000,40000,40000,46097,44874,43760,45176,46918,40000,40000
2024-10-04,50480,48639,48058,48362,47152,47889,48178,60421,57945,57882,54616,62871,59723,61840,52290,57415,54344,65365,63384,64308,61919,63840,54907,54421
2024-10-05,40000,40000,40000,40000,40534,40000,41866,47649,51001,52489,46844,53580,52337,52677,46625,49890,45149,54963,54194,53506,52528,53768,44171,45967
